Gene	Flowers	IL	ML	Stem	Root
CRO_T105498	24.82	12.68	11.17	3.31	5.59
CRO_T105499	0.19	0.1	0	0.22	0.24
CRO_T105500	0	0	0	0.16	0
CRO_T105501	0	0	0	0	0
CRO_T105502	2.38	28.76	11.35	0	7.73
CRO_T105503	0.35	0.19	0.81	0	0.18
CRO_T105504	51.35	37.81	39.41	41.51	52.02
CRO_T105505	3.47	7.17	3.64	1.7	1.28
CRO_T105506	0.25	0	0	0	0.31
CRO_T105507	72.53	89.68	110.49	30.22	67.25
CRO_T105509	0.57	0	0.27	0.58	0
CRO_T105511	0.26	1.31	0.34	0.85	1.23
CRO_T105512	3.2	0.48	1.1	2.38	2.05
CRO_T105513	2.21	0.97	0.41	10.41	3.46
CRO_T105514	0.12	0.38	0.17	0.68	0.51
CRO_T105515	0.35	0.34	0	0	0
CRO_T105517	0.38	0.57	0.24	0.22	0.5
CRO_T105518	0.53	0.62	0.13	0.41	0.07
CRO_T105521	44	57.97	76.06	77.9	147.36
CRO_T105522	0.27	0	0	0.3	0
CRO_T105523	0.09	0.1	0.05	0.32	0.05
CRO_T105524	0	0	0	0	0
CRO_T105525	61.38	97.16	115.33	60.61	93.67
CRO_T105526	26.68	27.96	36.01	21.35	40.28
CRO_T105527	0	0	0	0	0
CRO_T105528	20.96	23.53	17.52	30.81	24.35
CRO_T105529	3.61	2.5	1.76	6.45	2.76
CRO_T105530	7.07	2.5	0.87	6.97	5.37
CRO_T105531	2.51	0.41	0	0.77	2.17
CRO_T105532	0	0.32	0	0.33	0
CRO_T105533	0.16	0.08	0.09	0.09	0.19
CRO_T105534	0	0.16	0	0.16	0
CRO_T105535	4.22	7	6.94	21.02	15.8
CRO_T105536	0.32	0	0	0	0
CRO_T105537	0.53	2.01	1.23	2.09	1.38
CRO_T105538	6.04	4.91	4.4	6.33	6.15
CRO_T105539	44.78	24.77	21.26	31.19	44.84
CRO_T105540	0.29	0	0.31	0.36	0
CRO_T105542	0.35	0.75	0.91	1.05	0.29
CRO_T105546	0	0.37	0	0	0
CRO_T105547	0.46	0	0	0.5	1.18
CRO_T105548	0	0	0	0.14	0
CRO_T105549	0.52	0.49	0.97	0.94	0.46
CRO_T105550	20.24	18.71	14.98	21.75	16.45
CRO_T105551	0.29	0.29	0	0.34	0.48
CRO_T105552	62.21	49.46	31.77	76.61	56.57
CRO_T105553	4.2	5.58	7.33	2	2.2
CRO_T105554	1.13	1.85	0.53	0	1.88
CRO_T105555	9.49	48.91	25.77	23.41	20.14
CRO_T105556	9.17	5.87	2.57	3.28	4.31
CRO_T105557	1.03	0.42	0.73	2.16	0.93
CRO_T105558	0	0	0	0.22	0.24
CRO_T105559	0	0.26	0.47	0.83	0.53
CRO_T105560	4.13	0.44	0.54	0.22	0.61
CRO_T105561	2.56	1.22	0.39	1.24	1.05
CRO_T105563	0.09	0	0	0	0
CRO_T105565	2.59	4.8	4.52	3.76	6.5
CRO_T105567	107.33	60.36	61.77	101.85	80.2
CRO_T105568	0.45	0	0.47	0.47	1.39
CRO_T105569	257.61	99.16	122.45	87.63	178.33
CRO_T105570	40.74	69.39	83.11	47.16	70.47
CRO_T105573	0.83	0.69	0.7	1.05	0.81
CRO_T105574	2.02	0.81	0.71	1.5	3.92
CRO_T105576	1.29	0.43	0.37	0.63	0.81
CRO_T105577	90.2	120.56	122.24	136.15	120.75
CRO_T105579	6.32	5.92	4.37	10.74	8.04
CRO_T105581	141.4	83.53	112.81	1187.11	862.87
CRO_T105583	53.06	78.28	45.05	36.67	52.81
CRO_T105584	55.32	17.31	15.95	62.95	32.2
CRO_T105586	37.75	7.8	3.24	120.47	17.21
CRO_T105587	9.73	6.33	7.6	11.95	11.07
CRO_T105588	1.01	3.26	3.26	2.97	5.34
CRO_T105589	41.98	6.15	8.43	31.15	27.99
CRO_T105590	0.4	1.23	0.98	0.92	1.81
CRO_T105591	0.83	1.57	3.18	19.87	15.55
CRO_T105592	7.01	2.7	2.71	2.93	6.42
CRO_T105593	216.06	196.36	251.64	631.03	574.33
CRO_T105594	12.99	12.64	8.36	20.82	42.18
CRO_T105595	1.37	0.87	1.72	3.1	5.73
CRO_T105596	33.15	16.33	19.06	39.13	49.44
CRO_T105597	8.92	11.32	10.65	36.47	22.46
CRO_T105598	491.79	422.13	393.31	473.79	967.09
CRO_T105599	28.21	22.26	34.14	51.58	40.3
CRO_T105600	63.89	32.92	33.69	38.13	25.97
CRO_T105601	0.17	0.38	0	0.07	0.22
CRO_T105602	34.29	18.97	17.26	24.7	30.31
CRO_T105603	196.5	31.4	56.41	142.47	205.88
CRO_T105604	90.33	246.29	323.58	38.18	73.57
CRO_T105606	28.29	71.18	9.91	83.58	125.52
CRO_T105607	0	0	0.44	0	0
CRO_T105608	1.2	1.61	2.19	1.69	0.79
CRO_T105609	221.59	134.14	187.41	370.96	331.23
CRO_T105611	0.48	0.12	0.33	0.26	1.29
CRO_T105613	57.52	16.37	15.2	29.73	34.4
CRO_T105614	0.55	0.19	0.25	0.19	0.28
CRO_T105615	0.39	0.42	0.38	32.13	16.51
CRO_T105617	70.79	37.84	28.47	108.64	98.01
CRO_T105618	32.23	346.71	37.35	112.65	52.27
CRO_T105619	392.75	2076.86	345.45	825.46	375.49
CRO_T105620	5.04	16.58	15.12	7.31	6.38
CRO_T105621	177.78	834.49	132.96	353.49	253.02
CRO_T105622	8.82	9.89	11.7	11.39	16.46
CRO_T105623	230.18	226.32	214.88	358.68	286.42
CRO_T105624	22.22	17.99	17	20.3	22.55
CRO_T105625	68.47	210.37	77.03	74.34	120.26
CRO_T105626	0	0	0	0	0.13
CRO_T105627	11.75	13.75	14.18	16.14	18.66
CRO_T105628	12.67	12.94	11.17	12.5	15.11
CRO_T105629	33.87	78.37	31.71	32.73	46.55
CRO_T105630	5.58	8.7	7.78	5.16	6.66
CRO_T105631	1285.71	362.27	433.56	672.82	724.82
CRO_T105632	240.37	561.95	211.86	302.84	266.48
CRO_T105634	7.17	5.32	5.88	10.25	8.54
CRO_T105635	126.63	429.05	186.4	222.85	224.98
CRO_T105637	4.47	8.08	5.5	10.19	8.58
CRO_T105638	2.91	6.45	6.18	0	0
CRO_T105639	0.65	0.69	0	0	0.4
CRO_T105640	119.65	127.17	100.76	190.55	147.41
CRO_T105642	231.99	294.95	223.94	372.6	304.84
CRO_T105643	252.99	249.58	273.59	266.42	263.82
CRO_T105644	19.13	18.68	20.03	27.96	21.08
CRO_T105646	18.77	2.07	1.57	68.18	7.19
CRO_T105647	0.46	1.94	1.04	6.04	5.67
CRO_T105648	9.44	7.62	2.97	5.9	7.97
CRO_T105649	30.31	113.94	121.76	404.72	140.05
CRO_T105650	26.02	76.18	67.61	18.99	39.89
CRO_T105651	22.79	19.06	12.84	840.18	51.9
CRO_T105652	3.65	4.05	2.87	13.28	3.24
CRO_T105653	0.16	0.61	0	0.5	0.17
CRO_T105654	0.35	13.62	23.4	0.04	0.38
CRO_T105655	8.32	13.93	11.25	54.83	23.92
CRO_T105656	1.85	0.63	0.33	2.83	2.93
CRO_T105657	0	2.02	3.1	0	0.18
CRO_T105658	47.82	9.44	9.01	74.97	21.37
CRO_T105659	5.29	2.4	1.59	5.02	4.47
CRO_T105660	0.91	1.08	1.24	1.06	1.67
CRO_T105661	0.16	0	0.25	12.2	0.05
CRO_T105662	0.25	0	0	0	0
CRO_T105663	2.93	15.46	19.18	16.58	14.42
CRO_T105664	108.87	131.32	93.78	144.8	124.79
CRO_T105666	22.56	17.61	18.36	28.23	10.71
CRO_T105667	1.4	2.65	3.87	2.45	4.8
CRO_T105668	206.88	62.94	65.34	0.2	13.12
CRO_T105669	27.72	14.04	18.35	22.67	37.3
CRO_T105671	10.12	3.8	4.03	19.43	33.23
CRO_T105672	34.34	19.6	15.95	25.88	28.89
CRO_T105673	63.01	49.57	47.16	51.46	57.89
CRO_T105674	0	0	0	0	0
CRO_T105675	0.31	0.28	0.28	3.32	0.71
CRO_T105676	0.2	0	0	0.26	0
CRO_T105677	67.83	35.24	46.95	111.33	85.93
CRO_T105678	6.85	8.57	6.58	11.49	9.66
CRO_T105679	8.65	8.02	6.52	6.88	10.31
CRO_T105680	0.08	0	0.1	0	0
CRO_T105682	0	0	0.34	1.16	0.29
CRO_T105683	112.67	91.78	65.04	172.98	128.72
CRO_T105684	240.32	978.24	205.64	204.51	354.24
CRO_T105686	11.26	12.84	8.22	14.39	11.5
CRO_T105687	0.92	3.55	2.94	4.18	41.4
CRO_T105688	0.58	0.51	0.09	0.64	0.94
CRO_T105689	0	0	0.08	0.09	0.08
CRO_T105690	0	0	0	0	0.14
CRO_T105691	0.12	0	0.14	0	0.13
CRO_T105692	3.34	1.95	1.26	2.3	1.79
CRO_T105693	25.76	20.24	16.96	25.26	22.89
CRO_T105694	0.56	0.41	0.71	1.75	0.68
CRO_T105695	0	0.12	0	0	0
CRO_T105696	99.04	35.63	22.17	9.08	31
CRO_T105698	0.43	0.1	0.34	0.12	0.47
CRO_T105699	2.33	2.2	0.61	1.39	0.78
CRO_T105700	1.16	3.06	3.16	4.13	3.77
CRO_T105703	70.84	28.45	47.94	41.03	69.59
CRO_T105704	38.08	22.89	17.21	30.71	34.6
CRO_T105705	44.8	31.08	29.28	62.13	52.49
CRO_T105706	12.33	8.64	8.56	20.75	17.77
CRO_T105707	0.81	4.71	1.46	1.37	2.78
CRO_T105708	0.37	0	0	0	0
CRO_T105709	0.11	0.04	0	64.22	0.25
CRO_T105710	16.63	50.24	38.89	162.47	67.95
CRO_T105712	91.83	27.76	72.61	210.81	100.87
CRO_T105713	735.73	459.6	480.78	642.99	1007.45
CRO_T105714	7.5	18.89	5.86	15.51	6.8
CRO_T105716	1.54	1.11	0.9	0.81	3.56
CRO_T105717	4.29	4.46	3.68	3.17	3.87
CRO_T105718	10.84	13.13	10.83	10.03	8.53
CRO_T105719	4.42	8.88	7.1	8.45	8.54
CRO_T105720	0	0.06	0.22	0	0.15
CRO_T105721	1.73	0.13	0.63	1.55	1.01
CRO_T105722	0.07	0	0.25	0.07	0.26
CRO_T105723	0.06	0.06	0.08	0.15	0
CRO_T105724	0.38	0.41	1.28	0	0.38
CRO_T105725	0.53	0.77	0.07	0.53	1
CRO_T105726	17.87	18.49	11.36	23.08	17.8
CRO_T105727	1.4	0.09	0.17	0.56	0.36
CRO_T105728	3.22	1.11	1.98	1.36	2.28
CRO_T105729	0.45	0.23	0.14	0.13	0.12
CRO_T105731	120.84	110.82	91.24	172.54	218.84
CRO_T105732	0.54	0.77	0.31	0.57	0.22
CRO_T105733	45.27	29.11	27.47	25.13	47.6
CRO_T105734	76.74	58.99	61.87	86.33	87.01
CRO_T105735	7.09	27.05	16.29	5.92	6.62
CRO_T105736	14.09	9.09	10.38	11.05	15.27
CRO_T105738	53.01	13.49	16.67	82.99	30.29
CRO_T105739	0.59	1.53	2.25	2.72	7.75
CRO_T105740	36.67	13.79	18.87	26.29	20.75
CRO_T105741	19.29	14.13	16.1	17.79	23.85
CRO_T105742	0	0.13	0	0.28	0.16
CRO_T105743	0.11	0	0	0	0.12
CRO_T105744	0	0	0.31	0.43	0.31
CRO_T105745	4.6	7.66	4.97	8.12	4.8
CRO_T105746	6.02	7.39	4.29	10.36	6.83
CRO_T105747	50.66	27	28.2	47.87	38.01
CRO_T105748	6.22	4.43	4.1	11.51	7.34
CRO_T105749	1.63	4.44	2.63	8	6.41
CRO_T105750	0.15	0.69	0.12	0.42	0.17
CRO_T105751	0.25	1.62	1.38	0	0.19
CRO_T105753	149.57	469.31	669.98	14.31	75.77
CRO_T105754	13.86	56.86	50.89	5.87	15.25
CRO_T105755	22.28	6.07	5.46	5.38	4.25
CRO_T105756	2.28	0.64	1.03	3.07	2.03
CRO_T105757	8.23	12.17	6.84	13.87	11.9
CRO_T105758	4.38	3.95	2.74	7.36	4.15
CRO_T105759	0.28	0	0	0.65	0.28
CRO_T105761	1.33	2.24	1.49	2.22	1.16
CRO_T105762	0	0	0.3	0	0
CRO_T105763	0.55	0.47	0.59	0.83	0.49
CRO_T105764	0	0.11	0	0.24	0
CRO_T105765	0.31	0.34	0.83	0	0.75
CRO_T105766	0.55	0.23	0.42	0.2	0.13
CRO_T105767	0.04	0	0.05	0.1	0
CRO_T105768	42.3	53.22	55.59	53.12	68.59
CRO_T105769	5.72	4.35	2.77	3.84	3.16
CRO_T105772	0.26	0	0.34	0	0
CRO_T105773	3.5	8.69	7.5	13.48	2.24
CRO_T105776	0.07	0	0	0	0
CRO_T105777	0	0	0	0	0
CRO_T105778	0	0	0	1.16	0.5
CRO_T105779	9.42	3.95	5.53	8.04	7.82
CRO_T105780	20.29	0.21	0.17	0.35	0.14
CRO_T105781	31.64	12.18	14.1	2.26	4.1
CRO_T105782	27.37	30.65	41.03	48.15	50.8
CRO_T105783	37.82	33.4	38.39	19.12	34
CRO_T105784	3.09	1.36	1.02	0.84	1.54
CRO_T105785	0.12	0	0	0.15	0
CRO_T105786	0.24	0	0	0	0
CRO_T105788	1.94	12.91	28.91	0.34	1.53
CRO_T105789	23.97	64.06	48.6	82.72	49.98
CRO_T105790	0.58	0.2	0.4	0.62	1.08
CRO_T105791	0.14	0.08	0.44	0	0
CRO_T105794	0.53	0.26	1.02	23.99	1.07
CRO_T105795	8.08	4.48	1.89	11.31	1.84
CRO_T105796	0	0	0.25	0	0
CRO_T105797	3.42	10.89	6.45	3.3	21.11
CRO_T105798	10.72	5.53	7.06	8.2	6.49
CRO_T105799	0.2	0	0	0	0.53
CRO_T105800	18.03	2.14	2.04	3.27	2.01
CRO_T105802	0.17	0	0	0	0.2
CRO_T105803	9.59	7.24	5.6	14.38	12.44
CRO_T105804	37.02	38.07	38.71	55.27	34.02
CRO_T105805	0	0	0.25	0.22	0
CRO_T105806	0	0	1.06	0	0
CRO_T105807	0.41	0	0.35	0.47	0.21
CRO_T105809	11.02	0.73	1.1	0.77	0.66
CRO_T105810	57.61	0.05	0.24	3.39	0.27
CRO_T105811	0.55	0.06	0.36	1.78	1.06
CRO_T105815	1.7	0.45	0.65	0.17	0.39
CRO_T105816	83.24	217.17	212.89	12.42	54.3
CRO_T105817	58.12	17.02	17.76	34.64	29.26
CRO_T105818	42.79	22.58	14.62	41.31	151.34
CRO_T105819	1.26	0.65	0.53	0.5	0.27
CRO_T105822	4.96	49.64	36.46	3.62	8.97
CRO_T105823	4.57	8.65	9.66	6.43	8.91
CRO_T105824	40.58	70.69	75.06	78.97	80.03
CRO_T105825	0.37	0.23	0.25	0	0.36
CRO_T105826	6.61	76.41	128.4	19.57	38.22
CRO_T105827	27.3	28.97	15.1	31.07	39.21
CRO_T105828	43.61	46.44	35.31	56.52	59.63
CRO_T105829	7.29	4.39	4.03	26.53	11.89
CRO_T105831	4.73	6.01	4.16	7.64	5.5
CRO_T105832	89.77	71.56	86.14	135.87	103.55
CRO_T105833	10.48	10.8	8.26	13.62	13.84
CRO_T105834	45.96	31.53	29.6	22.5	18.2
CRO_T105835	86.91	68.25	60.02	99.23	81.53
CRO_T105837	0.07	0	0.08	0.07	0
CRO_T105838	0.06	0.07	0.09	0	0
CRO_T105839	24.01	21.12	10.78	34.28	25.81
CRO_T105840	1.53	0.29	1.25	54.02	1.39
CRO_T105841	0.63	0.35	0.57	1.86	0.13
CRO_T105842	0.25	0.48	4.27	1.05	1.77
CRO_T105843	20.34	18.9	13.99	23.45	22.13
CRO_T105844	0	0	0.33	0	0
CRO_T105845	0.11	0.04	0.2	0.05	0.09
CRO_T105847	0	0.4	0.46	0	0.41
CRO_T105849	6.44	12.2	6.74	14.07	10.59
CRO_T105850	0.84	2.47	0.23	2.14	1.22
CRO_T105851	38.75	52.75	50.22	48.05	73.99
CRO_T105852	33.61	138.82	95.94	5.45	15
CRO_T105853	0.23	0.22	0.32	0.25	0.12
CRO_T105855	10.12	11.09	8.73	16.36	17.84
CRO_T105856	35.8	42.58	33.09	75.41	54.22
CRO_T105859	0	0.2	0.45	0.69	0.35
CRO_T105860	473.83	1042.78	668.85	1980.32	1039.18
CRO_T105861	25.53	14.19	19.88	26.01	22.85
CRO_T105863	47.69	212.58	74.56	19.3	60.5
CRO_T105866	1.08	0.9	2.79	4.62	0.92
CRO_T105867	2.82	0.81	2.23	2.62	1.84
CRO_T105868	5.13	11.82	3.33	8.51	9.16
CRO_T105869	11.54	12.96	10.72	24.07	14.59
CRO_T105871	19.41	14.32	11.76	17.28	18.46
CRO_T105873	0.88	1.42	1.96	1.93	1.19
CRO_T105874	26.74	26.92	19.4	34.93	20.6
CRO_T105875	0.18	0	0.51	9.45	0.38
CRO_T105876	0	0.33	0	1.18	0
CRO_T105877	10.47	2.68	2.28	7.21	2.17
CRO_T105878	0	0.33	0	0.74	0.9
CRO_T105879	0.11	0	0	0.4	0
CRO_T105881	7.88	3.37	2.57	1.97	0.42
CRO_T105884	67.25	30.13	36.67	37.59	51.45
CRO_T105885	1.68	2.16	2.83	3.58	2.62
CRO_T105886	5.41	4.46	1.5	15.8	12.66
CRO_T105887	1.35	2.04	2.33	1.27	1.97
CRO_T105888	18.85	33.7	22.5	39.84	28.39
CRO_T105890	3.06	0.22	1.81	15.82	0.39
CRO_T105891	2.89	0.79	0.69	21.88	4.65
CRO_T105893	0.55	0.25	0	0.81	0
CRO_T105894	4.43	1.61	3.01	54.41	2.52
CRO_T105897	0.97	1.4	1.15	2.03	0.45
CRO_T105898	0	0.23	0	0	0
CRO_T105899	0.13	0.47	0.48	0.07	0.35
CRO_T105900	0.23	0.23	0	0.55	0.25
CRO_T105901	59.64	64.19	68.47	63.9	63.36
CRO_T105902	0.91	11.35	5.25	30.45	2.19
CRO_T105903	383.09	526.63	551.87	328.19	678.1
CRO_T105904	0.17	0.15	0.22	0.72	1.83
CRO_T105905	0.29	5.16	2.89	4.79	12.65
CRO_T105906	0	0	0	0.18	0
CRO_T105907	0.1	3.12	0.93	0.46	1.82
CRO_T105908	3.58	0.7	0	0	0
CRO_T105909	4.98	7.94	1.13	2.32	2.68
CRO_T105910	1.11	21.67	7.09	1.09	6.17
CRO_T105912	188.26	5.57	12.66	2.75	1.21
CRO_T105914	0.49	0.5	0.27	0.87	0
CRO_T105916	0.56	0.69	1.12	1.32	0.28
CRO_T105917	3.13	0.04	0.1	26.59	0.4
CRO_T105918	6.69	0.19	0.34	38.81	0.68
CRO_T105919	8.15	0.17	0.21	65.25	1.58
CRO_T105921	25.07	0.98	3.82	43.81	20.57
CRO_T105922	0	0	0	0	0
CRO_T105923	0.47	0.49	0.72	0.11	0.15
CRO_T105924	0.14	0.46	0.51	0	0
CRO_T105925	0	0.97	0	0.4	0
CRO_T105926	61.16	115.13	208.11	6.8	15.07
CRO_T105927	80.18	58.42	52.54	63.76	84.47
CRO_T105929	81.67	61.33	36.76	91.55	67.71
CRO_T105930	0.04	0.2	0.22	0.92	0.24
CRO_T105931	8.32	7.65	7.16	6.02	6.64
CRO_T105932	9.6	7.03	7.78	6.09	5.6
CRO_T105933	20	22.51	11.91	27.3	15.81
CRO_T105934	0.15	0	0.09	0.29	0.31
CRO_T105935	1.75	3.97	2.11	3.47	3.35
CRO_T105936	13.21	26.23	27.62	12.83	18.96
CRO_T105937	37.98	29.97	22.11	28.17	38.05
CRO_T105938	0	0	0	0	0
CRO_T105939	0.46	0.25	0.72	2.16	0.89
CRO_T105940	276.59	339.12	283.61	385.73	301.24
CRO_T105941	0.59	0.2	0	0.88	0.48
CRO_T105942	57.3	140.91	205.49	38.36	49.67
CRO_T105943	6.29	1.57	2.11	0.3	0.09
CRO_T105944	5.4	3.61	1.75	1.91	4.17
CRO_T105945	11.96	8.54	11.07	18.05	14.77
CRO_T105946	12.12	14.41	12.79	0.82	1.48
CRO_T105947	0.14	0	0	0	0
CRO_T105948	0	0.15	0.19	0.17	0.85
CRO_T105949	1.2	1.75	1.95	1.67	1.77
CRO_T105950	0.34	0.81	0.48	0.19	1.12
CRO_T105951	57.17	0	0.9	0	0
CRO_T105954	37.13	35.56	36.96	72.43	57.94
CRO_T105955	4.35	5.2	6.01	1.84	3.72
CRO_T105956	0.54	1.86	2.21	4.73	2.19
CRO_T105957	8.7	1.96	1.11	3.85	5.35
CRO_T105958	0.37	0	0.11	0.21	0.11
CRO_T105959	0.3	0.12	0.37	0.17	0.43
CRO_T105960	0.51	2.11	1.6	0.92	1.35
CRO_T105961	0.81	0.09	0.43	0.48	0.1
CRO_T105962	22.67	72.03	47.06	26.98	58.51
CRO_T105964	1.52	0.98	1.33	1.55	0.41
CRO_T105966	0.15	0.18	0.45	0.71	0.91
CRO_T105967	0.79	2.72	1.22	1.9	1.14
CRO_T105968	0	0	0	0	0
CRO_T105969	0.59	0	0.35	0	0
CRO_T105970	0.46	0.23	0.09	0.13	0.35
CRO_T105971	3.81	0.19	1.36	0	0
CRO_T105972	2.17	62.87	52.93	58.79	26.27
CRO_T105973	0	0.35	0.86	0	0
CRO_T105974	0	0.14	0	0	0.16
CRO_T105975	0	0	0	0	0
CRO_T105976	0.18	0.12	0.15	0.07	0.07
CRO_T105977	0.16	0.46	0	0.18	0
CRO_T105978	3.11	4	2.59	2.02	3.12
CRO_T105979	146.55	33.13	12.65	51.35	36.47
CRO_T105982	69.38	5.56	12.2	4.37	6.5
CRO_T105984	46.73	35.12	46.28	41.58	39.81
CRO_T105985	34.86	35.93	33.55	28.7	33.4
CRO_T105986	239.77	238.3	168.84	206.86	252.68
CRO_T105988	13.54	149.17	37.73	99.66	83.91
CRO_T105989	27.34	7.16	8.47	25.04	16.23
CRO_T105990	0	0.77	0.35	0.41	0.27
CRO_T105991	0	0.22	0	0	0.23
CRO_T105993	40.76	32.19	27.53	74.43	59.99
CRO_T105994	0	0.04	0	0	0.05
CRO_T105995	0.3	0	0.16	0.07	0.35
CRO_T105996	76.45	49.61	53.95	87.44	97.69
CRO_T105997	80.67	118.75	56.85	142.7	82.53
CRO_T105998	0.76	0.89	0	0.32	0.29
CRO_T105999	11.5	43.43	28.84	5.52	11.55
CRO_T106000	36.76	352.53	224.21	1.83	16.12
CRO_T106001	7.27	11.67	15.42	3.21	5.86
CRO_T106002	0	0	0	0	0
CRO_T106004	81.63	87.99	103.86	49.66	83.5
CRO_T106006	0.45	1.24	0.38	0.8	0.18
CRO_T106007	0	0	0.22	0	0
CRO_T106008	0.22	0.39	0.15	0	0.08
CRO_T106009	0.87	2.56	2.28	1.54	6.48
CRO_T106010	0.06	0	0	0.07	0
CRO_T106011	0.63	1.22	1.84	0.82	1.33
CRO_T106012	0.82	1.37	0.74	0.58	0.69
CRO_T106013	63.23	55.22	55.59	59.87	67.84
CRO_T106014	197.67	159.51	102.63	309.11	279.49
CRO_T106015	2.59	0.45	0.92	0.35	0.65
CRO_T106016	0.16	0	0.15	0.06	0
CRO_T106017	34.26	23.59	31.9	31.09	18.74
CRO_T106018	1.42	0.11	0.47	0.38	0.59
CRO_T106019	1.15	0.69	0.45	0.9	1.02
CRO_T106020	0.46	0.11	0.31	0	0.87
CRO_T106021	0	0	0	0.62	0.33
CRO_T106022	0.72	0.05	0.51	0.27	0.61
CRO_T106023	0.23	0.65	0.2	0.64	0.26
CRO_T106024	0.54	0	0.22	0.43	0
CRO_T106025	1.07	0.13	0.18	0.24	0.11
CRO_T106026	3.22	30.38	48.8	0.27	0.58
CRO_T106027	1.29	0.12	0.47	0.62	0.62
CRO_T106028	0.54	0.21	0.53	1.91	1.93
CRO_T106030	0.1	0.09	0	0	0
CRO_T106031	0.11	0.1	0	0.7	0
CRO_T106033	1.38	0.14	0.35	1.59	0.37
CRO_T106034	2.04	0.57	2.54	1.02	5.16
CRO_T106035	0	1.19	0.8	1.33	0.65
CRO_T106036	181.29	277.3	183.42	342.08	481.38
CRO_T106039	0.42	0	0	0	0.52
CRO_T106041	0.2	5.22	2.4	136.87	2.92
CRO_T106042	0.18	0.18	0	0.13	0.2
CRO_T106044	48.88	28	21.73	52.07	28.38
CRO_T106045	0	0.4	0.34	0.15	0
CRO_T106047	31.49	7.29	1.82	23.45	3.31
CRO_T106048	51.74	52.62	39.39	62.75	60.47
CRO_T106050	0.86	0.15	0.16	0.34	0.37
CRO_T106051	10.05	5.23	4.17	6.48	10.37
CRO_T106052	10.38	4.24	6.45	48.41	31.51
CRO_T106053	11.32	18.48	13.53	12.32	12.79
CRO_T106054	66.68	493.14	772.47	35.4	73.84
CRO_T106055	0	0	0.13	0	0
CRO_T106057	18.41	24.74	18.92	42.46	28.87
CRO_T106058	3.28	2.46	3.1	2.3	4.88
CRO_T106059	29.81	31.41	31.7	29.13	33.75
CRO_T106060	0.58	4.48	20.1	39.9	7
CRO_T106061	736.86	123.19	226.19	81.31	32.31
CRO_T106062	219.68	0.34	0.13	4.81	1.36
CRO_T106063	2.25	0.39	1.42	3.15	0
CRO_T106064	0.37	0.25	0.28	0	0
CRO_T106066	0	0	0	0	0
CRO_T106067	0.27	0	0	0.16	0
CRO_T106069	30.31	28.7	34.91	25.1	67.18
CRO_T106070	14.24	9.91	12.79	7.44	26.86
CRO_T106071	3.87	5.6	6.12	3.07	1.58
CRO_T106072	2.82	3.73	2	13.15	8.41
CRO_T106073	23.75	7.69	6.36	22.15	16.06
CRO_T106074	0.91	6.83	1.8	1.65	4.16
CRO_T106077	2.36	2.45	4.91	8.25	9.47
CRO_T106078	0.34	0.29	1.25	0.35	0.41
CRO_T106079	4.12	10.41	1.14	11.94	3
CRO_T106080	78.61	197.89	236.65	14.03	39.38
CRO_T106081	35.12	29.48	28.17	40.53	41.12
CRO_T106083	170.26	64.86	69.72	0.87	16.82
CRO_T106084	0	0	0.54	1.24	0
CRO_T106085	0.15	0	0.21	0.16	0.2
CRO_T106086	0.08	0.15	0.11	0.18	0.09
CRO_T106087	0	0	0	0	0
CRO_T106088	9.49	7.87	6.16	15.21	12.78
CRO_T106089	305.85	3082.5	4217.03	5.98	328.64
CRO_T106090	26	21.97	14.2	40.21	28.1
CRO_T106091	157.75	119.87	100.37	159.79	189.54
CRO_T106092	101.59	85.69	61.09	81.99	179.27
CRO_T106093	0.14	0.16	0.17	0.38	0
CRO_T106094	0.24	0	0	0	0
CRO_T106096	44.69	135.75	104.49	13.93	22.21
CRO_T106098	0.28	8.99	2.66	3.11	6.73
CRO_T106099	0.42	3.2	2.46	0.6	2.38
CRO_T106100	1.23	8.61	8.63	1.9	9.21
CRO_T106101	0.72	1.64	2.35	1.07	3.73
CRO_T106102	0.74	1.07	0.64	1.92	1.9
CRO_T106104	10.83	9.35	12.3	9.2	9.04
CRO_T106105	0.19	0.56	0.25	9.39	1.51
CRO_T106107	11.96	6.43	6.95	8.82	5.89
CRO_T106108	6.16	0.22	1.71	1.71	6.12
CRO_T106109	2.14	0.33	0.36	1.22	0.17
CRO_T106110	9.3	0.94	2.25	2.94	2.5
CRO_T106112	14.99	5.18	3.96	15.83	9.82
CRO_T106113	0.68	1.27	0.8	1.31	1.23
CRO_T106114	72.12	146.62	172.04	67.17	97.01
CRO_T106116	2.65	5.07	2.96	13.36	4.43
CRO_T106117	53.45	22.36	25.8	8.96	10.47
CRO_T106118	4.57	4.34	4.02	5.56	32.85
CRO_T106119	53.07	65.44	31.22	50.53	43.19
CRO_T106120	0.26	0.15	0	0.08	0.19
CRO_T106121	8.4	13.96	12.31	7.2	9.02
CRO_T106122	0.43	0.33	0.19	0.26	0.29
CRO_T106123	114.23	87.6	81.32	124.42	158.07
CRO_T106124	0.46	0.25	0	0	0
CRO_T106125	0	0	0	0	0
CRO_T106126	76.74	72.86	110.43	288.84	355.11
CRO_T106127	1.04	4.01	3.78	0.31	0
CRO_T106128	52.67	57.96	43.35	66.6	45.42
CRO_T106129	313.4	67.51	68.4	178.11	183.62
CRO_T106130	10.16	18.57	12.38	13.64	13.28
CRO_T106131	599.04	286.79	443.14	438.9	399.51
